'Page number,'Layout,'Text,'Reading Order,'Confidence score % (Layout)
'27,'Text 184,"'Sappington (1987)]. These papers generalize the pure self selection model to the case where there are n agents. The general flavor of the result is that, in cases where it would have been optimal for the principal to offer a menu of linear contracts with a single agent, it is now optimal for the principal to announce a menu of linear contracts and a preference ordering over them, and then to have agents bid a linear contract from the menu. The agent bidding the most preferred linear contract wins the auction. An interesting technical feature of these models is that there is often a sort of ""separability"" between the effort-inducement problem and the rent-extraction problem. Adding more agents does not change the relationship between type and effort for the winning bidder. It only changes the amount of rent extracted.",'266,'97.31445313
'27,'Text 185,"'Another interesting line of research has investigated how government should run auctions where firms bid both price and quality, in situations where quality can vary and some aspects of it can be objectively measured [Che (1993)]. In such cases government announces a ""scoring rule"" that it uses to compare bids with different prices and qualities.",'267,'76.56250000
'27,'Section header 22,"'5. Research and development",'268,'94.48242188
'27,'Text 186,"'As discussed in Section 2, innovation is a major product of the procurement process. Producing innovation quite clearly requires unobservable ""effort"" on the part of defense firms. Therefore government faces an incentive problem. A natural first approach to modeling this would be to attempt to use the models developed in Sections 3 and 4. In the SPP of Sections 3 and 4, the agent exerted unobservable effort to produce units of ""output"". We chose to interpret units of output as units of ""cost reduction"", but the same mathematics would still apply if we chose another interpretation for output. In fact, most of the incentives literature does choose other interpretations. Why then, don't the models of Sections 3 and 4 describe the government's problem of inducing firms to perform R&D?",'269,'96.04492188
'27,'Text 187,"'To be more concrete, suppose that the value of consuming a weapons program to government is given by U and the cost of producing the program is given by C. Both of these are affected by R&D work at the design stage. Finding a better design increases U and finding a cheaper way to produce the same design decreases C. The net value or surplus from producing the program is U-c, which I will denote by S. Why can't the models of Sections 3 and 4 be applied by assuming that the agent exerts effort to produce units of s?",'270,'95.16601563
'27,'Text 188,"'The answer is that the models of Sections 3 and 4 assume that units of output can be objectively measured for purposes of contracting upon. For the R&D case, this would amount to assuming that government can describe all possible designs in an objectively verifiable fashion, and specify the reward that the firm will be paid depending upon what design it comes up with. Generally speaking this is not possible. There are too many possible designs and no way of objectively measuring their surplus to government. Of course the ex-post cost of production can be measured",'271,'95.99609375
'28,'Page number 27,"'336",'272,'94.77539063
'28,'Header 29,"'W.P. Rogerson",'273,'97.60742188
'28,'Text 189,"'to some extent, and this is one of the factors that determines S. However, SO long as the performance of the weapon cannot be completely specified at the beginning of the design phase, attempting to write contracts which rewarded the firm if the ex- post production cost turned out to be low would create serious incentive problems. Namely, a firm could always reduce production costs by settling on a design which offered less performance. Therefore, from a modelling standpoint, the distinguishing feature of the R&D phase is that it is a principal agent problem where the agent's output cannot be objectively measured for purposes of contracting upon. Therefore the solution of signing explicit incentive contracts as modelled in Sections 3 and 4 cannot be followed.",'274,'98.58398438
'28,'Text 190,"'In purely commercial markets where there are generally fairly large numbers of consumers for a product, incentives for innovation are created by the patent system. A firm which invents a new idea is allowed to be the owner of it for a number of years and charge ""whatever the market will bear"". Thus the prospect of earning monopoly profit at the production stage gives firms the incentive to innovate. In the case of defense procurement, the policy of telling firms to invest their own money in R&D and then to charge government ""whatever the market will bear"" would create severe problems. Firms would generally be unwilling to invest in any R&D because there would be no guarantee of recovering any investment at the production stage, due to the hold-up problem. At a minimum, allowing prices at the production stage to be determined by ""free and unfettered"" bargaining would create enormous uncertainties and bargaining costs.",'275,'97.94921875
'28,'Text 191,"'As discussed in Section 2, one of government's main responses to this has been to directly fund a large share of R&D itself. That is, unlike most purely commercial markets, government directly buys the intermediate product R&D, as well as buying the products that incorporate this R&D. However, this does not create any incentives for firms to exert effort at the R&D stage.",'276,'94.43359375
'28,'Text 192,"'How does government create incentives for firms to exert effort at the design phase? The method that government appears to use is a ""prize"" system. Suppose that multiple firms are creating different designs at the R&D phase. Although there is no objectively verifiable signal of the value of S that each firm comes up with, there is an objectively verifiable signal of which firm comes up with the highest S. That is, government will choose the design with the highest value of S to enter production. Therefore, government could create incentives for innovation by committing to a set of regulatory institutions that guaranteed that firms which generate ideas good enough to be adopted by government would receive prizes in the form of economic profit on the production phase of the system. Furthermore, if profit was awarded approximately as a percentage of cost, this might also tend to award larger prizes to more important innovations, at least in a rough sense. It appears that government has followed this strategy [see Rogerson (1989, 1994) for a more extensive discussion].",'277,'95.55664063
'28,'Text 193,"'The basic idea that offering a prize to the winner of a contest will create incentives for contestants to work hard, is simple and clear enough that perhaps no formal modelling is required to elucidate it. However, three more complex and",'278,'86.76757813
'29,'Header 30,"'Ch. 12: Incentive Models of the Defense Procurement Process",'279,'36.10839844
'29,'Page number 28,"'337",'280,'87.79296875
'29,'Text 194,"'subtle issues related to this do require modelling, and have been considered in the incentives literature.",'281,'98.19335938
'29,'Text 195,"'First, R&D is not simply a one-shot process where a number of firms simultaneously spend money and then each receives a design. R&D is a sequential process, where one can begin with many possible design approaches and narrow the field gradually as intermediate results become known. Taylor (1995) explicitly analyzes how a prize system should be organized in light of the fact that R&D is sequential.",'282,'98.09570313
'29,'Text 196,"'Second, the main focus of the incentives literature has been on the role of asymmetric information at the sole source selection phase in allowing government to make credible commitments to give prizes for innovation. The issue is ""How does government credibly commit to award prizes?"" Suppose, as was done in Sections 3 and 4, that the principal has all the bargaining power at the source selection phase, in the sense that the principal can make a take-it-or-leave-it offer. If there is no asymmetric information at the source selection phase then, in the absence of any other commitments on the part of the principal, the agents know that they will earn no surplus at the source selection phase regardless of how good their design is. Working backwards, they will therefore have no incentive to perform R&D at the design phase. However, now suppose that there is asymmetric information at the source selection phase. Then agents will expect to earn positive rents at the source selection phase, and in many plausible situations agents will perceive that their expected rents are increasing in R&D effort, SO this creates an incentive for R&D. Therefore asymmetric information at the source selection phase may be desirable because it creates a credible commitment on the part of government not to expropriate all the benefits of firms' R&D. This then suggests that government might be able to influence the amount and quality of R&D that firms perform by committing to institutional procedures that affect its ability to extract rent at the source selection phase. In particular, by committing to procedures that reduce competition or reduce the amount of information that government has available at the source selection phase, it may be that firms' incentives to perform R&D would increase [see Laffont and Tirole (1988b), Piccione and Tan (1993), Riordan and Sappington (1989), Tan (1992), Tirole (1986a), and Sappington (1986) for models that explore aspects of this issue].",'283,'95.16601563
'29,'Text 197,"'The third subject investigated by formal models is the ""franchise bidding"" aspect of the problem that is created by the fact that multiple firms typically perform R&D and then a sole source is selected for production. For a moment, ignore the effects of source selection procedures and pricing procedures in the sole source phase on firms' incentives to perform R&D - this was described above. Even if firms' R&D efforts can be directly controlled by government, the fact that multiple firms bid for the sole source franchise creates some interesting questions. In particular, it is reasonable to expect that much of the profit earned at the sole source production stage will be bid away at the source selection phase. If this is true, there is no reason to necessarily insist on using regulatory institutions at the sole source production stage that extract all the rent at that stage. In particular, one could allow rents to be earned at this stage if this would create some other benefit. Two possible benefits that have",'284,'87.69531250
'30,'Page number 29,"'338",'285,'95.94726563
'30,'Header 31,"'W.P. Rogerson",'286,'97.02148438
'30,'Text 198,"'been discussed are creating better incentives for the sole source to lower production costs [Riordan (1993), Rogerson (1994)] and creating incentives for more competitive bidding at the source selection phase [Bower and Osband (1991)]. Bower and Osband's argument is particularly clever. They build a model where allowing higher profit rates on sole source production contracts actually reduces over-all expected contractor profits and increases government's welfare. The intuition for their result is that the differential subsidization created by profit policy at the sole source phase (higher- cost producers receive higher markups) encourages more aggressive competition at the source selection phase. This paper very strikingly illustrates the general idea that the procurement stages are interrelated and that policy instruments applied at one stage may have quite surprising and unintended consequences for behavior at other stages. Many more insights remain to be gleaned from procurement models that explicitly model procurement as occurring over three stages - design, source selection, and production - and consider the interlinkages between stages.",'287,'98.87695313
'30,'Section header 23,"'6. Multiple periods of production, regulatory lag, and the ratchet effect",'288,'84.42382813
'30,'Text 199,"'An important facet of many real procurement situations that the SPP abstracts away from is the fact that DoD often purchases the same product or closely related versions of the same product over a number of years. Because the design continues to evolve in difficult-to-anticipate ways, and because of uncertainty regarding future demand, long- term contracts cannot be signed. In such situations, even if the firm is initially better informed than government, we might expect much of the firm's private information to be revealed over time as costs of production for each year are observed.",'289,'95.26367188
'30,'Text 200,"'One focus of the theoretical literature has been to highlight the crucial role of commitment ability in such situations. Consider the pure self selection model with a single agent from Section 3. Now, however, assume that the procurement will occur twice and that the agent's type remains the same over both procurements. Such a model has been considered by Laffont and Tirole (1988a). Let p*(c) denote the optimal contract to offer in the one-period version. It is straightforward to show that, if the principal can make a long-term commitment, the best policy for the principal is to commit to offer p* (c) both times. However, now consider what happens if the principal cannot make a binding commitment to the period-2 contact. Suppose, for the sake of argument, that the principal initially promises to offer p*(c) both periods and the agent initially believes him. Then, in period 1, the agent will choose a cost according to his type as described in Section 3. In particular, the principal will be able to precisely infer the agent's type, since higher types choose strictly higher costs. This means that, at the start of period 2, the principal knows the agent's type. Since the principal now knows the agent's type, he will of course no longer want to offer p*(c). Realizing this at stage 1, the agent will alter his selection of C to take into account the effects of this on the principal's period-2 choice. Laffont and Tirole (1988a) solve for equilibrium behavior in this model. The general flavor of the results is that the inability to commit",'290,'95.26367188
'31,'Header 32,"'Ch. 12: Incentive Models of the Defense Procurement Process",'291,'57.86132813
'31,'Page number 30,"'339",'292,'87.01171875
'31,'Text 201,"'may make the principal significantly worse off, and that the formal analysis becomes much more complicated than for the one-period case, because the incentive constraints are not as well-behaved. Laffont and Tirole (1990) and Baron and Besanko (1987a) consider the effect of allowing government certain types of commitment ability.",'293,'97.99804688
'31,'Text 202,"'In reality, the most overwhelming stylized fact related to the repeat nature of procurement is that a type of simple regulatory lag behavior seems to occur [Rogerson (1994)]. Each annual procurement occurs under a fixed-price procurement and this year's price is determined largely by last year's cost. This creates a distinct incentive for firms to find ways to lower costs. Namely, if they find a way to lower cost, they can ""keep"" the savings on the current contract.",'294,'97.07031250
'31,'Text 203,"'It is not completely clear how to square this observation with the theoretical models described above. Should regulatory lag be modelled as the result of government commitment or is it what we would observe when government can make no commitments? The topic of using formal incentive models to normatively and positively analyze the observed behavior of regulatory lag is an interesting subject for future research.",'295,'95.45898438
'31,'Section header 24,"'7. Incentives within government 16",'296,'88.13476563
'31,'Text 204,"'7.1. Introduction",'297,'54.10156250
'31,'Text 205,"'To focus attention on the incentive problem between government and defense firms, the discussion to this point has implicitly viewed government as a single rational actor. But DoD's budget is the size of a small country's GNP and decision- making must necessarily be decentralized among thousands of individuals with potentially conflicting objectives. The way that government organizes its decision- making procedures, and the incentives faced by individual acting in their own self- interest, will affect how these decisions are made. Thus, government faces a massive planning, organizational, and incentive problem of its own, independent of any problems it faces with defense firms [Baron (1993), Leitzel (1993)].",'298,'96.33789063
'31,'Text 206,"'Three underlying factors characterize the defense decision-making process. First, since final decision-making authority rests with Congress and the President, there is no single rational actor with well-defined preferences in control of defense procurement. However, this chapter will set aside political aspects of the procurement process [Mayer (1990)], and instead describe the organizational problem that remains even if a single rational principal - call it ""Congress"" - pursued the goal of adequate defense at minimum cost. Second, the defense decision making process is enormous and complex. This means that Congress must delegate substantial decision-making authority to lower levels. Within DoD, this delegation has taken the form of individual military services",'299,'95.11718750
'31,'Text 207,"'16",'300,'98.30736542
'31,'Footer 3,"'This section draws from Rogerson (1994).",'301,'57.47070313
'32,'Page number 31,"'340",'302,'98.48632813
'32,'Header 33,"'W.P. Rogerson",'303,'96.82617188
'32,'Text 208,"'essentially choosing their own weapons, while the Office of the Secretary of Defense and Congress play a supervisory role. Third, many aspects of DoD's performance - like ""preparedness"", and whether it was accomplished at minimum cost - are very difficult to measure objectively. In the absence of convenient bottom-line measures of defense performance, it becomes harder to delegate, and more necessary for Congress to control and manage the process. Thus, while the technical complexity and sheer magnitude of the procurement process make delegation of decision-making authority necessary and desirable, the lack of objective overall performance measures limits its value.",'304,'98.77929688
'32,'Text 209,"'An analogy to the organizational problem of a profit-maximizing firm is illuminat- ing. When a board of directors of a large firm delegates authority to management, it can monitor the results by using (admittedly imperfect) objective performance measures like profits and stock-market value. But there is no analog to profit or stock-market value in the Congress/DoD relationship, which is what makes the delegation problem more difficult.",'305,'97.36328125
'32,'Section header 25,"'7.2. Two-level models",'306,'88.62304688
'32,'Text 210,"'There are two different types of principal agent models that can be used to capture different aspects of the problem. One type of model is the normal two-level principal agent model where the principal is interpreted as Congress and the agents are interpreted to be the military services or other agencies within DoD. This type of model therefore completely abstracts away from the incentive problem between government and defense firms. One interesting conclusion that has emerged from this type of model is that the military services may derive some of their power to affect policy through strategically controlling program decisions made early in a program's life.",'307,'95.26367188
'32,'Text 211,"'A theme of the literature on government decision-making dating back to Niskanen (1971) is that a goal of government bureaucrats may be to maximize the size of their own budget. It is well-accepted that military services act as though this is one of their primary goals [Fox (1988), McNaugher (1989), Stubbing (1986)].",'308,'90.13671875
'32,'Text 212,"'In Niskanen's (1971) theory, bureaucrats are assumed to be able to maximize their budget by exercising a sort of monopoly power. He assumes that an individual government bureau is the only possible supplier of a particular product and is able to make Congress a take-it-or-leave-it offer. Rather than offer Congress the first-best quantity (where marginal cost equals marginal benefit), the bureau offers Congress the largest quantity that Congress would prefer to having nothing (where total cost equals total benefit). Faced with the offered quantity or nothing, Congress chooses the offered quantity. The bureau then receives a budget sufficient to produce this quantity.",'309,'94.62890625
'32,'Text 213,"'A problem with this theory is explaining why bureaucrats have monopoly power. Why can't Congress simply choose the quantity it wants to? In the case of defense procurement, a different, though somewhat related, theory which does not exhibit this problem can be created to explain how bureaucrats are able to increase their budget. The key fact which this theory is based on is that defense programs are executed over",'310,'87.93945313
'33,'Header 34,"'Ch. 12: Incentive Models of the Defense Procurement Process",'311,'45.89843750
'33,'Page number 32,"'341",'312,'86.76757813
'33,'Text 214,"'many years. Congress exercises budget authority and thus decides how many units to purchase each year. However, many relatively complex and technical decisions made early in the program's life affect the marginal benefits and marginal costs that Congress will face when it makes annual quantity decisions. In many cases, these early decisions are delegated to the military services and Congress has a difficult time evaluating the technical merits or consequences of these decisions. This means the military services can strategically manipulate Congress's future decisions through their decisions made early in the program's life which affect future marginal benefits and marginal costs.",'313,'96.38671875
'33,'Text 215,"'In this theory, the source of the bureau's power to influence its budget is its informational advantage. Congress can still be viewed as ""moving first"" or as designing the over-all mechanism that is played. At the outset, Congress has two choices. If it delegates certain decisions to the military, better decisions will be made in a variety of technical dimensions because of the military's greater technical expertise. However, the military may also purposely distort its decisions to alter future marginal benefits and marginal costs of the program and thus manipulate Congress's future decisions over quantities to procure. Congress must weigh the benefits and costs of delegation and then determine how much authority to delegate. Two examples of such decisions will now be described.",'314,'92.04101563
'33,'Text 216,"'The first example concerns the trade-off between quality and quantity. Many institutional analyses of defense procurement have argued that the same expenditures would produce a more effective defense if larger numbers of less elaborate and less technically sophisticated weapons were purchased [Gansler (1980, pp. 15-21), Peck and Scherer (1962, ch. 13), Stubbing (1986, ch. 8)]. This outcome can also be seen as the result of an agency problem between Congress and the military. Rogerson (1990) describes a simple framework where the military chooses the quality of weapons, and then Congress chooses quantity. In this model, the military's goal is to maximize the benefits of military preparedness, while Congress's goal is to maximize the benefits of military preparedness minus the costs. The major result is that when quality and quantity are not good substitutes, that the military will purposely choose a quality higher than the efficient level. The intuition behind this result is that the military can increase military preparedness by purposely increasing quality above the efficient level because this induces a relatively small decrease in Congress's quantity choice.",'315,'91.89453125
'33,'Text 217,"'An interesting feature of this model is that the military is assumed to be as good an agent as one could realistically hope for. The military agrees with Congress's definition of military preparedness and makes a good-faith effort to maximize this. If given a fixed budget, the military in this model would always choose quality and quantity to maximize military preparedness. The distortion arises because the military is able to manipulate Congress into increasing the budget by increasing quality. In this model, budget-maximizing behavior on the part of defense bureaucrats is caused by the relatively idealistic goal of maximizing the bureau's production of social benefits.",'316,'90.47851563
'33,'Text 218,"'A second example concerns the decision of what scale of production facility to build. In a model related to the above quality VS. quantity model, Rogerson (1991b) shows that the military can induce Congress to increase the quantity purchased of a weapon",'317,'79.83398438
'34,'Page number 33,"'342",'318,'97.75390625
'34,'Header 35,"'W.P. Rogerson",'319,'95.84960938
'34,'Text 219,"'by purposely selecting a production technology of too high a scale. The underlying insight is that higher-scale technologies exhibit higher fixed costs, but lower marginal costs. Thus, SO long as Congress does not cancel the program, it will buy more when faced with a higher scale technology. This model explains the well-accepted stylized fact that weapons production systematically occurs in production facilities designed to produce at much higher rates than they are actually operated at [CBO (1987), Gansler (1989), Rogerson (1991a)].",'320,'98.29101563
'34,'Section header 26,"'7.3. Three-level models",'321,'92.33398438
'34,'Text 220,"'The other type of model to build is a three-level model with a principal, a supervisor, and an agent. In this model, the principal is interpreted as Congress, the supervisor as the military service, and the agent as the defense contractor. The focus of this type of model is to explicitly analyze the hierarchical nature of control within defense procurement. The study of such models is in its infancy, and a large literature on such models addressing the structure of control and authority in organizations is likely to develop over the next few years.",'322,'96.48437500
'34,'Text 221,"'One of the most interesting qualitative insights explored by this literature is the idea that control problems within government may affect the type of incentive arrangements that government is able to offer defense firms. In particular, Congress may limit the type of contractual arrangements that the military services have with defense contractors, because Congress is worried about being strategically manipulated by the military services. Kelman (1990) argues that this explains why Congress delegates SO little discretion to DoD officials. Laffont and Tirole (1991) and Marshall, Meurer and Richard (1994a) have built formal models that exhibit this phenomenon. Marshall, Meurer and Richard (1991, 1994b) have analyzed models where the bid protest process is modelled as a device to help Congress monitor and control defense bureaucrats.",'323,'95.16601563
'34,'Text 222,"'An interesting issue that arises in this type of model, is modelling the possibility of collusion between the supervisor and the agent. See Tirole (1986b) and Campbell (1994) for some approaches to this. Tirole (1986b) calculates the optimal ""collusion- proof"" contract in a model where collusion occurs through legally binding contracts between the supervisor and employee. Campbell (1994) expands upon this line of research by modelling collusion as occurring through non-binding agreements.",'324,'95.26367188
'34,'Section header 27,"'8. Conclusion",'325,'90.82031250
'34,'Text 223,"'Formal models of incentive contracting have contributed to our understanding of defense procurement by forcing us to think more explicitly (and thus more clearly) about the nature of the incentive and information problems that affect defense procurement. Much of the modelling thus far has been devoted to the necessary first step of considering fairly simple stylized principal agent problems. Research that builds upon these efforts, to develop models with more institutional and empirical content and",'326,'96.82617188
'35,'Header 36,"'Ch. 12: Incentive Models of the Defense Procurement Process",'327,'82.03125000
'35,'Page number 34,"'343",'328,'90.62500000
'35,'Text 224,"'models which capture aspects of the multi-stage nature of defense procurement, will surely yield many new insights over the next decade.",'329,'92.82226563
'35,'Section header 28,"'References",'330,'41.40625000
'35,'Text 225,"'Anton, J.J., and D.A. Yao, 1987, Second sourcing and the experience curve: Price competition in defense procurement, Rand Journal of Economics 18, 57-76.",'331,'92.57812500
'35,'Text 226,"'Anton, J.J., and D.A. Yao, 1989, Split awards, procurement and innovation, Rand Journal of Economics 20, 538-552.",'332,'93.94531250
'35,'Text 227,"'Anton, J.J., and D.A. Yao, 1990, Measuring the effectiveness of competition in defense procurement: a survey of the empirical literature, Journal of Policy Analysis and Management 9, 60-79.",'333,'94.97070313
'35,'Text 228,"'Anton, J.J., and D.A. Yao, 1992, Coordination in split award auctions, Quarterly Journal of Economics 107, 681-707.",'334,'94.92187500
'35,'Text 229,"'Baron, D.P., 1989, Design of regulatory mechanisms and institutions, in: R. Schmalensee and R.D. Willig, eds., Handbook of industrial organization, Volume II (North-Holland, Amsterdam) 1347-1447.",'335,'96.33789063
'35,'Text 230,"'Baron, D.P., 1993, Defense procurement: politics, management, and incentives, in: J. Leitzel and J. Tirole, eds., Incentives and procurement contracting (Westview Press, Boulder, CO) 7-24.",'336,'96.04492188
'35,'Text 231,"'Baron, D.P., and D.E. Besanko, 1984, Regulation, asymmetric information, and auditing, Rand Journal of Economics 15, 447-470.",'337,'94.33593750
'35,'Text 232,"'Baron, D.P., and D.E. Besanko, 1987a, Commitment and fairness in a dynamic regulatory relationship, Review of Economic Studies 54, 413-436.",'338,'93.89648438
'35,'Text 233,"'Baron, D.P., and D.E. Besanko, 1987b, Monitoring, moral hazard, asymmetric information, and risk sharing in procurement contracting, Rand Journal of Economics 18, 509-532.",'339,'93.01757813
'35,'Text 234,"'Baron, D.P., and D.E. Besanko, 1988, Monitoring of performance in organizational contracting: The case of defense procurement, Scandinavian Journal of Economics 90, 329-356.",'340,'90.03906250
'35,'Text 235,"'Baron, D.P., and R.B. Myerson, 1982, Regulating a monopolist with unknown costs, Econometrica 50, 911-930.",'341,'90.96679688
'35,'Text 236,"'Besanko, D.E., and D.E.M. Sappington, 1987, Designing regulatory policy with limited information (Harwood Academic Press, London).",'342,'91.16210938
'35,'Text 237,"'Bower, A.G., and K. Osband, 1991, When more is less: Defense profit policy in a competitive environment, Rand Journal of Economics 22, 107-119.",'343,'55.66406250
'35,'Text 238,"'Burnett, W.B., and F.M. Scherer, 1990, The weapons industry, in: W. Adams, ed., The structure of American industry (Macmillan, New York) 289-317.",'344,'87.50000000
'35,'Text 239,"'Caillaud, B., R. Guesnerie, P. Rey and J. Tirole, 1988, Government intervention in production and incentives theory: A review of recent contributions, Rand Journal of Economics 19, 1-26.",'345,'83.69140625
'35,'Text 240,"'Campbell, Colin, 1994, Collusion within hierarchies, mimeograph (Northwestern University, Evanston, IL).",'346,'80.32226563
'35,'Text 241,"'CBO (US Congressional Budget Office), 1987, Effects of weapons procurement stretchouts on costs and schedules (Congressional Budget Office, Washington, DC).",'347,'71.38671875
'35,'Text 242,"'Che, Y.-K., 1993, Design competition through multidimensional auctions, Rand Journal of Economics 24, 668-680.",'348,'83.98437500
'35,'Text 243,"'Crocker, K.J., and K.J. Reynolds, 1993, The efficiency of incomplete contracts: An empirical analysis of Air Force engine procurement, Rand Journal of Economics 24, 126-146.",'349,'73.24218750
'35,'Text 244,"'Demski, J.S., D.E.M. Sappington and P.T. Spiller, 1987, Managing supplier switching, Rand Journal of Economics 18, 77-97.",'350,'62.98828125
'35,'Text 245,"'Fox, J.R., 1988, The Defense management challenge (Harvard Business School Press, Boston, MA).",'351,'49.21875000
'35,'Text 246,"'Gansler, J.S., 1980, The defense industry (MIT Press, Cambridge).",'352,'32.37304688
'35,'Text 247,"'Gansler, J.S., 1989, Affording defense (MIT Press, Cambridge).",'353,'41.96777344
'35,'Text 248,"'Goldberg, V.P., 1976, Regulation and administered contracts, Bell Journal of Economics 7, 426-448.",'354,'53.51562500
'36,'Page number 35,"'344",'355,'97.75390625
'36,'Header 37,"'W.P. Rogerson",'356,'93.55468750
'36,'Text 249,"'Grossman, S.J., and O.D. Hart, 1983, An analysis of the principal-agent problem, Econometrica 51, 7-46.",'357,'95.60546875
'36,'Text 250,"'Guesnerie, R., and J.-J. Laffont, 1984, A complete solution to a class of principal-agent problems with an application to the control of a self-managed firm, Journal or Public Economics 25, 329-369.",'358,'89.69726563
'36,'Text 251,"'Holmstrom, B., 1979, Moral hazard and observability, Bell Journal of Economics 19, 74-91.",'359,'65.47851563
'36,'Text 252,"'Kelman, S., 1990, Procurement and public management (AEI Press, Washington, DC).",'360,'72.50976563
'36,'Text 253,"'Kovacic, W.E., 1991, Commitment in regulation: Defense contracting and extensions to price caps, Journal of Regulatory Economics 3, 219-240.",'361,'93.50585938
'36,'Text 254,"'Laffont, J.-J., and J. Tirole, 1986, Using cost observation to regulate firms, Journal of Political Economy 94, 614-641.",'362,'93.94531250
'36,'Text 255,"'Laffont, J.-J., and J. Tirole, 1987, Auctioning incentive contracts, Journal of Political Economy 95, 921-937.",'363,'94.92187500
'36,'Text 256,"'Laffont, J.-J., and J. Tirole, 1988a, The dynamics of incentive contracts, Econometrica 56, 1153-1175.",'364,'50.39062500
'36,'Text 257,"'Laffont, J.-J., and J. Tirole, 1988b, Repeated auctions of incentive contracts, investment and bidding parity, Rand Journal of Economics 19, 516-537.",'365,'90.33203125
'36,'Text 258,"'Laffont, J.-J., and J. Tirole, 1990, Adverse selection and renegotiation in procurement, Review of Economic Studies 75, 597-626.",'366,'93.75000000
'36,'Text 259,"'Laffont, J.-J., and J. Tirole, 1991, The politics of government decisionmaking: A theory of regulatory capture, Quarterly Journal of Economics 106, 1089-1127.",'367,'93.99414063
'36,'Text 260,"'Laffont, J.-J., and J. Tirole, 1993, A theory of incentives in procurement and regulation (MIT Press, Cambridge, MA).",'368,'92.38281250
'36,'Text 261,"'Leitzel, J., 1993, The choice of what to procure, in: J. Leitzel and J. Tirole, eds., Incentives in procurement contracting (Westview Press, Boulder, CO) 91-99.",'369,'93.75000000
'36,'Text 262,"'Lichtenberg, F.R., 1988, The private R&D investment response to federal design and technical competitions, American Economic Review 78, 550-559.",'370,'90.72265625
'36,'Text 263,"'Marshall, R.C., M.J. Meurer and J.-F. Richard, 1991, The private attorney general meets public contract law: Procurement oversight by protest, Hofstra Law Review 20, 1-71.",'371,'88.96484375
'36,'Text 264,"'Marshall, R.C., M.J. Meurer and J.-F. Richard, 1994a, Unwarranted bidder exclusions and biased bid evaluations in federal procurements, mimeograph (Duke University).",'372,'92.67578125
'36,'Text 265,"'Marshall, R.C., M.J. Meurer and J.-F. Richard, 1994b, Curbing agency problems in the procurement process by protest oversight, Rand Journal of Economics 25, 297-318.",'373,'77.34375000
'36,'Text 266,"'Mayer, K.R., 1990, Patterns of congressional influence in defense spending, in: R. Higgs, ed., Arms politics and the economy (Holmes and Meier, New York) 202-235.",'374,'90.38085938
'36,'Text 267,"'McAfee, R.P., and J. McMillan, 1986, Bidding for contracts: A principal agent analysis, Rand Journal of Economics 17, 326-338.",'375,'89.89257813
'36,'Text 268,"'McAfee, R.P., and J. McMillan, 1987a, Competition for agency contracts, Rand Journal of Economics 18, 296-307.",'376,'88.91601563
'36,'Text 269,"'McAfee, R.P., and J. McMillan, 1987b, Auctions and bidding, Journal of Economic Literature 25, 699-738.",'377,'89.20898438
'36,'Text 270,"'McNaugher, T.L., 1989, New weapons, old politics: America's military procurement muddle (Brookings Institution, Washington, DC).",'378,'89.64843750
'36,'Text 271,"'Mirrlees, J., 1985, Optimal taxation, in: K. Arrow and M. Intriligator, eds., Handbook of Mathematical Economics, vol. 3 (North-Holland, Amsterdam).",'379,'81.98242188
'36,'Text 272,"'Monteverde, K., and D.J. Teece, 1982, Supplier switching costs and vertical integration in the automobile industry, Bell Journal of Economics 13, 206-213.",'380,'83.69140625
'36,'Text 273,"'Musa, M., and S. Rosen, 1978, Monopoly and product quality, Journal of Economic Theory 18, 301- 317.",'381,'77.78320313
'36,'Text 274,"'Niskanen, W.A., 1971, Bureaucracy and representative government (Adeline-Atherton, Chicago, IL). Peck, M.J., and F.M. Scherer, 1962, The weapons acquisition process: An economic analysis (Graduate School of Business, Harvard University, Cambridge, MA).",'382,'81.25000000
'37,'Header 38,"'Ch. 12: Incentive Models of the Defense Procurement Process",'383,'71.87500000
'37,'Page number 36,"'345",'384,'95.45898438
'37,'Text 275,"'Piccione, M., and G. Tan, 1993, Cost-reducing investment, incentives, and procurement contracts, mimeograph (University of British Columbia).",'385,'95.80078125
'37,'Text 276,"'Reichelstein, S., 1992, Constructing incentive schemes for government contracts: An application of agency theory, The Accounting Review 67, 712-731.",'386,'94.38476563
'37,'Text 277,"'Riordan, M.H., 1993, Incentives for cost reduction in defense procurement, in: J. Leitzel and J. Tirole, eds., Incentives in Procurement Contracting (Westview Press, Boulder, CO) 135-146.",'387,'91.55273438
'37,'Text 278,"'Riordan, M.H., and D.E.M. Sappington, 1987, Awarding monopoly franchises, American Economic Review 77, 375-387.",'388,'92.18750000
'37,'Text 279,"'Riordan, M.H., and D.E.M. Sappington, 1989, Second sourcing, Rand Journal of Economics 20, 41-58. Rogerson, W.P., 1985, The first-order approach to principal agent problems, Econometrica 53, 1357- 1367.",'389,'88.96484375
'37,'Text 280,"'Rogerson, W.P., 1987, On the optimality of menus of linear contracts, Discussion Paper 714R (Northwestern University Center for Mathematical Studies in Economics and Management Sciences).",'390,'81.68945313
'37,'Text 281,"'Rogerson, W.P., 1989, Profit regulation of defense contractors and prizes for innovation, Journal of Political Economy 97, 1284-1305.",'391,'75.29296875
'37,'Text 282,"'Rogerson, W.P., 1990, Quality VS. quantity in military procurement, American Economic Review 80, 83-92.",'392,'91.84570313
